date,state,gender,legal,indigenous,count
2009-06-01,NT,Male,Sentenced,Other,0
2009-06-01,QLD,Female,Remanded,ATSI,30
2009-06-01,QLD,Female,Remanded,Other,59
2009-06-01,QLD,Female,Sentenced,ATSI,0
2009-06-01,QLD,Female,Sentenced,Other,0
2009-06-01,QLD,Male,Remanded,ATSI,280
2009-06-01,QLD,Male,Remanded,Other,801
2009-06-01,QLD,Male,Sentenced,ATSI,0
2009-06-01,QLD,Male,Sentenced,Other,0
2009-06-01,SA,Female,Remanded,ATSI,20
2009-06-01,SA,Female,Remanded,Other,37
2009-06-01,SA,Female,Sentenced,ATSI,0
2009-06-01,SA,Female,Sentenced,Other,0
2009-06-01,SA,Male,Remanded,ATSI,165
2009-06-01,SA,Male,Remanded,Other,456
2009-06-01,SA,Male,Sentenced,ATSI,0
2009-06-01,SA,Male,Sentenced,Other,0
2009-06-01,TAS,Female,Remanded,ATSI,2
2009-06-01,TAS,Female,Remanded,Other,9
2009-06-01,TAS,Female,Sentenced,ATSI,0
2009-06-01,TAS,Female,Sentenced,Other,0
2009-06-01,TAS,Male,Remanded,ATSI,19
2009-06-01,TAS,Male,Remanded,Other,93
2009-06-01,TAS,Male,Sentenced,ATSI,0
2009-06-01,TAS,Male,Sentenced,Other,0
2009-06-01,VIC,Female,Remanded,ATSI,6
2009-06-01,VIC,Female,Remanded,Other,71
2009-06-01,VIC,Female,Sentenced,ATSI,0
2009-06-01,VIC,Female,Sentenced,Other,0
2009-06-01,VIC,Male,Remanded,ATSI,36
2009-06-01,VIC,Male,Remanded,Other,764
2009-06-01,VIC,Male,Sentenced,ATSI,0
2009-06-01,VIC,Male,Sentenced,Other,0
2009-06-01,WA,Female,Remanded,ATSI,31
2009-06-01,WA,Female,Remanded,Other,36
2009-06-01,WA,Female,Sentenced,ATSI,0
2009-06-01,WA,Female,Sentenced,Other,0
2009-06-01,WA,Male,Remanded,ATSI,274
2009-06-01,WA,Male,Remanded,Other,404
2009-06-01,WA,Male,Sentenced,ATSI,0
2009-06-01,WA,Male,Sentenced,Other,0
2009-09-01,ACT,Female,Remanded,ATSI,0
2009-09-01,ACT,Female,Remanded,Other,3
2009-09-01,ACT,Female,Sentenced,ATSI,0
2009-09-01,ACT,Female,Sentenced,Other,0
2009-09-01,ACT,Male,Remanded,ATSI,11
2009-09-01,ACT,Male,Remanded,Other,45
2009-09-01,ACT,Male,Sentenced,ATSI,0
2009-09-01,ACT,Male,Sentenced,Other,0
2009-09-01,NSW,Female,Remanded,ATSI,58
2009-09-01,NSW,Female,Remanded,Other,164
2009-09-01,NSW,Female,Sentenced,ATSI,0
2009-09-01,NSW,Female,Sentenced,Other,0
2009-09-01,NSW,Male,Remanded,ATSI,473
2009-09-01,NSW,Male,Remanded,Other,2011
2009-09-01,NSW,Male,Sentenced,ATSI,0
2009-09-01,NSW,Male,Sentenced,Other,0
2009-09-01,NT,Female,Remanded,ATSI,8
2009-09-01,NT,Female,Remanded,Other,1
2009-09-01,NT,Female,Sentenced,ATSI,0
2009-09-01,NT,Female,Sentenced,Other,0
2009-09-01,NT,Male,Remanded,ATSI,184
2009-09-01,NT,Male,Remanded,Other,47
2009-09-01,NT,Male,Sentenced,ATSI,0
2009-09-01,NT,Male,Sentenced,Other,0
2009-09-01,QLD,Female,Remanded,ATSI,31
2009-09-01,QLD,Female,Remanded,Other,55
2009-09-01,QLD,Female,Sentenced,ATSI,0
2009-09-01,QLD,Female,Sentenced,Other,0
2009-09-01,QLD,Male,Remanded,ATSI,259
2009-09-01,QLD,Male,Remanded,Other,792
2009-09-01,QLD,Male,Sentenced,ATSI,0
2009-09-01,QLD,Male,Sentenced,Other,0
2009-09-01,SA,Female,Remanded,ATSI,15
2009-09-01,SA,Female,Remanded,Other,36
2009-09-01,SA,Female,Sentenced,ATSI,0
2009-09-01,SA,Female,Sentenced,Other,0
2009-09-01,SA,Male,Remanded,ATSI,172
2009-09-01,SA,Male,Remanded,Other,468
2009-09-01,SA,Male,Sentenced,ATSI,0
2009-09-01,SA,Male,Sentenced,Other,0
2009-09-01,TAS,Female,Remanded,ATSI,1
2009-09-01,TAS,Female,Remanded,Other,9
2009-09-01,TAS,Female,Sentenced,ATSI,0
2009-09-01,TAS,Female,Sentenced,Other,0
2009-09-01,TAS,Male,Remanded,ATSI,16
2009-09-01,TAS,Male,Remanded,Other,87
2009-09-01,TAS,Male,Sentenced,ATSI,0
2009-09-01,TAS,Male,Sentenced,Other,0
2009-09-01,VIC,Female,Remanded,ATSI,6
2009-09-01,VIC,Female,Remanded,Other,71
2009-09-01,VIC,Female,Sentenced,ATSI,0
2009-09-01,VIC,Female,Sentenced,Other,0
2009-09-01,VIC,Male,Remanded,ATSI,42
2009-09-01,VIC,Male,Remanded,Other,725
2009-09-01,VIC,Male,Sentenced,ATSI,0
2009-09-01,VIC,Male,Sentenced,Other,0
2009-09-01,WA,Female,Remanded,ATSI,35
2009-09-01,WA,Female,Remanded,Other,36
2009-09-01,WA,Female,Sentenced,ATSI,0
2009-09-01,WA,Female,Sentenced,Other,0
2009-09-01,WA,Male,Remanded,ATSI,247
2009-09-01,WA,Male,Remanded,Other,392
2009-09-01,WA,Male,Sentenced,ATSI,0
2009-09-01,WA,Male,Sentenced,Other,0
2009-12-01,ACT,Female,Remanded,ATSI,1
2009-12-01,ACT,Female,Remanded,Other,6
2009-12-01,ACT,Female,Sentenced,ATSI,0
2009-12-01,ACT,Female,Sentenced,Other,0
2009-12-01,ACT,Male,Remanded,ATSI,14
2009-12-01,ACT,Male,Remanded,Other,52
2009-12-01,ACT,Male,Sentenced,ATSI,0
2009-12-01,ACT,Male,Sentenced,Other,0
2009-12-01,NSW,Female,Remanded,ATSI,51
2009-12-01,NSW,Female,Remanded,Other,156
2009-12-01,NSW,Female,Sentenced,ATSI,0
2009-12-01,NSW,Female,Sentenced,Other,0
2009-12-01,NSW,Male,Remanded,ATSI,445
2009-12-01,NSW,Male,Remanded,Other,1944
2009-12-01,NSW,Male,Sentenced,ATSI,0
2009-12-01,NSW,Male,Sentenced,Other,0
2009-12-01,NT,Female,Remanded,ATSI,11
2009-12-01,NT,Female,Remanded,Other,1
2009-12-01,NT,Female,Sentenced,ATSI,0
2009-12-01,NT,Female,Sentenced,Other,0
2009-12-01,NT,Male,Remanded,ATSI,178
2009-12-01,NT,Male,Remanded,Other,48
2009-12-01,NT,Male,Sentenced,ATSI,0
2009-12-01,NT,Male,Sentenced,Other,0
2009-12-01,QLD,Female,Remanded,ATSI,26
2009-12-01,QLD,Female,Remanded,Other,58
2009-12-01,QLD,Female,Sentenced,ATSI,0
2009-12-01,QLD,Female,Sentenced,Other,0
2009-12-01,QLD,Male,Remanded,ATSI,259
2009-12-01,QLD,Male,Remanded,Other,795
2009-12-01,QLD,Male,Sentenced,ATSI,0
2009-12-01,QLD,Male,Sentenced,Other,0
2009-12-01,SA,Female,Remanded,ATSI,14
2009-12-01,SA,Female,Remanded,Other,36
2009-12-01,SA,Female,Sentenced,ATSI,0
2009-12-01,SA,Female,Sentenced,Other,0
2009-12-01,SA,Male,Remanded,ATSI,171
2009-12-01,SA,Male,Remanded,Other,439
2009-12-01,SA,Male,Sentenced,ATSI,0
2009-12-01,SA,Male,Sentenced,Other,0
2009-12-01,TAS,Female,Remanded,ATSI,1
2009-12-01,TAS,Female,Remanded,Other,8
2009-12-01,TAS,Female,Sentenced,ATSI,0
2009-12-01,TAS,Female,Sentenced,Other,0
2009-12-01,TAS,Male,Remanded,ATSI,14
2009-12-01,TAS,Male,Remanded,Other,76
2009-12-01,TAS,Male,Sentenced,ATSI,0
2009-12-01,TAS,Male,Sentenced,Other,0
2009-12-01,VIC,Female,Remanded,ATSI,9
2009-12-01,VIC,Female,Remanded,Other,67
2009-12-01,VIC,Female,Sentenced,ATSI,0
2009-12-01,VIC,Female,Sentenced,Other,0
2009-12-01,VIC,Male,Remanded,ATSI,55
2009-12-01,VIC,Male,Remanded,Other,760
2009-12-01,VIC,Male,Sentenced,ATSI,0
2009-12-01,VIC,Male,Sentenced,Other,0
2009-12-01,WA,Female,Remanded,ATSI,32
2009-12-01,WA,Female,Remanded,Other,27
2009-12-01,WA,Female,Sentenced,ATSI,0
2009-12-01,WA,Female,Sentenced,Other,0
2009-12-01,WA,Male,Remanded,ATSI,267
2009-12-01,WA,Male,Remanded,Other,401
2009-12-01,WA,Male,Sentenced,ATSI,0
2009-12-01,WA,Male,Sentenced,Other,0
2010-03-01,ACT,Female,Remanded,ATSI,2
2010-03-01,ACT,Female,Remanded,Other,5
2010-03-01,ACT,Female,Sentenced,ATSI,0
2010-03-01,ACT,Female,Sentenced,Other,0
2010-03-01,ACT,Male,Remanded,ATSI,17
2010-03-01,ACT,Male,Remanded,Other,63
2010-03-01,ACT,Male,Sentenced,ATSI,0
2010-03-01,ACT,Male,Sentenced,Other,0
2010-03-01,NSW,Female,Remanded,ATSI,64
2010-03-01,NSW,Female,Remanded,Other,153
2010-03-01,NSW,Female,Sentenced,ATSI,0
2010-03-01,NSW,Female,Sentenced,Other,0
2010-03-01,NSW,Male,Remanded,ATSI,472
2010-03-01,NSW,Male,Remanded,Other,2047
2010-03-01,NSW,Male,Sentenced,ATSI,0
2010-03-01,NSW,Male,Sentenced,Other,0
2010-03-01,NT,Female,Remanded,ATSI,14
2010-03-01,NT,Female,Remanded,Other,1
2010-03-01,NT,Female,Sentenced,ATSI,0
2010-03-01,NT,Female,Sentenced,Other,0
2010-03-01,NT,Male,Remanded,ATSI,202
2010-03-01,NT,Male,Remanded,Other,42
2010-03-01,NT,Male,Sentenced,ATSI,0
2010-03-01,NT,Male,Sentenced,Other,0
2010-03-01,QLD,Female,Remanded,ATSI,33
2010-03-01,QLD,Female,Remanded,Other,63
2010-03-01,QLD,Female,Sentenced,ATSI,0
2010-03-01,QLD,Female,Sentenced,Other,0
2010-03-01,QLD,Male,Remanded,ATSI,298
2010-03-01,QLD,Male,Remanded,Other,810
2010-03-01,QLD,Male,Sentenced,ATSI,0
2010-03-01,QLD,Male,Sentenced,Other,0
2010-03-01,SA,Female,Remanded,ATSI,17
2010-03-01,SA,Female,Remanded,Other,35
2010-03-01,SA,Female,Sentenced,ATSI,0
2010-03-01,SA,Female,Sentenced,Other,0
2010-03-01,SA,Male,Remanded,ATSI,167
2010-03-01,SA,Male,Remanded,Other,440
2010-03-01,SA,Male,Sentenced,ATSI,0
2010-03-01,SA,Male,Sentenced,Other,0
2010-03-01,TAS,Female,Remanded,ATSI,2
2010-03-01,TAS,Female,Remanded,Other,6
2010-03-01,TAS,Female,Sentenced,ATSI,0
2010-03-01,TAS,Female,Sentenced,Other,0
2010-03-01,TAS,Male,Remanded,ATSI,13
2010-03-01,TAS,Male,Remanded,Other,71
2010-03-01,TAS,Male,Sentenced,ATSI,0
2010-03-01,TAS,Male,Sentenced,Other,0
2010-03-01,VIC,Female,Remanded,ATSI,5
2010-03-01,VIC,Female,Remanded,Other,64
2010-03-01,VIC,Female,Sentenced,ATSI,0
2010-03-01,VIC,Female,Sentenced,Other,0
2010-03-01,VIC,Male,Remanded,ATSI,47
2010-03-01,VIC,Male,Remanded,Other,721
2010-03-01,VIC,Male,Sentenced,ATSI,0
2010-03-01,VIC,Male,Sentenced,Other,0
2010-03-01,WA,Female,Remanded,ATSI,43
2010-03-01,WA,Female,Remanded,Other,22
2010-03-01,WA,Female,Sentenced,ATSI,0
2010-03-01,WA,Female,Sentenced,Other,0
2010-03-01,WA,Male,Remanded,ATSI,271
2010-03-01,WA,Male,Remanded,Other,399
2010-03-01,WA,Male,Sentenced,ATSI,0
2010-03-01,WA,Male,Sentenced,Other,0
2010-06-01,ACT,Female,Remanded,ATSI,1
2010-06-01,ACT,Female,Remanded,Other,10
2010-06-01,ACT,Female,Sentenced,ATSI,0
2010-06-01,ACT,Female,Sentenced,Other,0
2010-06-01,ACT,Male,Remanded,ATSI,16
2010-06-01,ACT,Male,Remanded,Other,65
2010-06-01,ACT,Male,Sentenced,ATSI,0
2010-06-01,ACT,Male,Sentenced,Other,0
2010-06-01,NSW,Female,Remanded,ATSI,54
2010-06-01,NSW,Female,Remanded,Other,163
2010-06-01,NSW,Female,Sentenced,ATSI,0
2010-06-01,NSW,Female,Sentenced,Other,0
2010-06-01,NSW,Male,Remanded,ATSI,522
2010-06-01,NSW,Male,Remanded,Other,2039
2010-06-01,NSW,Male,Sentenced,ATSI,0
2010-06-01,NSW,Male,Sentenced,Other,0
2010-06-01,NT,Female,Remanded,ATSI,12
2010-06-01,NT,Female,Remanded,Other,0
2010-06-01,NT,Female,Sentenced,ATSI,0
2010-06-01,NT,Female,Sentenced,Other,0
2010-06-01,NT,Male,Remanded,ATSI,181
2010-06-01,NT,Male,Remanded,Other,45
2010-06-01,NT,Male,Sentenced,ATSI,0
2010-06-01,NT,Male,Sentenced,Other,0
2010-06-01,QLD,Female,Remanded,ATSI,37
2010-06-01,QLD,Female,Remanded,Other,66
2010-06-01,QLD,Female,Sentenced,ATSI,0
2010-06-01,QLD,Female,Sentenced,Other,0
2010-06-01,QLD,Male,Remanded,ATSI,318
2010-06-01,QLD,Male,Remanded,Other,799
2010-06-01,QLD,Male,Sentenced,ATSI,0
2010-06-01,QLD,Male,Sentenced,Other,0
2010-06-01,SA,Female,Remanded,ATSI,16
2010-06-01,SA,Female,Remanded,Other,38
2010-06-01,SA,Female,Sentenced,ATSI,0
2010-06-01,SA,Female,Sentenced,Other,0
2010-06-01,SA,Male,Remanded,ATSI,183
2010-06-01,SA,Male,Remanded,Other,479
2010-06-01,SA,Male,Sentenced,ATSI,0
2010-06-01,SA,Male,Sentenced,Other,0
2010-06-01,TAS,Female,Remanded,ATSI,3
2010-06-01,TAS,Female,Remanded,Other,8
2010-06-01,TAS,Female,Sentenced,ATSI,0
2010-06-01,TAS,Female,Sentenced,Other,0
2010-06-01,TAS,Male,Remanded,ATSI,14
2010-06-01,TAS,Male,Remanded,Other,74
2010-06-01,TAS,Male,Sentenced,ATSI,0
2010-06-01,TAS,Male,Sentenced,Other,0
2010-06-01,VIC,Female,Remanded,ATSI,8
2010-06-01,VIC,Female,Remanded,Other,62
2010-06-01,VIC,Female,Sentenced,ATSI,0
2010-06-01,VIC,Female,Sentenced,Other,0
2010-06-01,VIC,Male,Remanded,ATSI,50
2010-06-01,VIC,Male,Remanded,Other,741
2010-06-01,VIC,Male,Sentenced,ATSI,0
2010-06-01,VIC,Male,Sentenced,Other,0
2010-06-01,WA,Female,Remanded,ATSI,48
2010-06-01,WA,Female,Remanded,Other,27
2010-06-01,WA,Female,Sentenced,ATSI,0
2010-06-01,WA,Female,Sentenced,Other,0
2010-06-01,WA,Male,Remanded,ATSI,291
2010-06-01,WA,Male,Remanded,Other,462
2010-06-01,WA,Male,Sentenced,ATSI,0
2010-06-01,WA,Male,Sentenced,Other,0
2010-09-01,ACT,Female,Remanded,ATSI,1
2010-09-01,ACT,Female,Remanded,Other,8
2010-09-01,ACT,Female,Sentenced,ATSI,0
2010-09-01,ACT,Female,Sentenced,Other,0
2010-09-01,ACT,Male,Remanded,ATSI,19
2010-09-01,ACT,Male,Remanded,Other,52
2010-09-01,ACT,Male,Sentenced,ATSI,0
2010-09-01,ACT,Male,Sentenced,Other,0
2010-09-01,NSW,Female,Remanded,ATSI,49
2010-09-01,NSW,Female,Remanded,Other,144
2010-09-01,NSW,Female,Sentenced,ATSI,0
2010-09-01,NSW,Female,Sentenced,Other,0
2010-09-01,NSW,Male,Remanded,ATSI,470
2010-09-01,NSW,Male,Remanded,Other,1928
2010-09-01,NSW,Male,Sentenced,ATSI,0
2010-09-01,NSW,Male,Sentenced,Other,0
2010-09-01,NT,Female,Remanded,ATSI,12
2010-09-01,NT,Female,Remanded,Other,1
2010-09-01,NT,Female,Sentenced,ATSI,0
2010-09-01,NT,Female,Sentenced,Other,0
2010-09-01,NT,Male,Remanded,ATSI,190
2010-09-01,NT,Male,Remanded,Other,42
2010-09-01,NT,Male,Sentenced,ATSI,0
2010-09-01,NT,Male,Sentenced,Other,0
2010-09-01,QLD,Female,Remanded,ATSI,35
2010-09-01,QLD,Female,Remanded,Other,57
2010-09-01,QLD,Female,Sentenced,ATSI,0
2010-09-01,QLD,Female,Sentenced,Other,0
2010-09-01,QLD,Male,Remanded,ATSI,293
2010-09-01,QLD,Male,Remanded,Other,775
2010-09-01,QLD,Male,Sentenced,ATSI,0
2010-09-01,QLD,Male,Sentenced,Other,0
2010-09-01,SA,Female,Remanded,ATSI,16
2010-09-01,SA,Female,Remanded,Other,35
2010-09-01,SA,Female,Sentenced,ATSI,0
2010-09-01,SA,Female,Sentenced,Other,0
2010-09-01,SA,Male,Remanded,ATSI,183
2010-09-01,SA,Male,Remanded,Other,443
2010-09-01,SA,Male,Sentenced,ATSI,0
2010-09-01,SA,Male,Sentenced,Other,0
2010-09-01,TAS,Female,Remanded,ATSI,2
2010-09-01,TAS,Female,Remanded,Other,6
2010-09-01,TAS,Female,Sentenced,ATSI,0
2010-09-01,TAS,Female,Sentenced,Other,0
2010-09-01,TAS,Male,Remanded,ATSI,17
2010-09-01,TAS,Male,Remanded,Other,84
2010-09-01,TAS,Male,Sentenced,ATSI,0
2010-09-01,TAS,Male,Sentenced,Other,0
2010-09-01,VIC,Female,Remanded,ATSI,7
2010-09-01,VIC,Female,Remanded,Other,63
2010-09-01,VIC,Female,Sentenced,ATSI,0
2010-09-01,VIC,Female,Sentenced,Other,0
2010-09-01,VIC,Male,Remanded,ATSI,49
2010-09-01,VIC,Male,Remanded,Other,692
2010-09-01,VIC,Male,Sentenced,ATSI,0
2010-09-01,VIC,Male,Sentenced,Other,0
2010-09-01,WA,Female,Remanded,ATSI,39
2010-09-01,WA,Female,Remanded,Other,30
2010-09-01,WA,Female,Sentenced,ATSI,0
2010-09-01,WA,Female,Sentenced,Other,0
2010-09-01,WA,Male,Remanded,ATSI,261
2010-09-01,WA,Male,Remanded,Other,435
2010-09-01,WA,Male,Sentenced,ATSI,0
2010-09-01,WA,Male,Sentenced,Other,0
2010-12-01,ACT,Female,Remanded,ATSI,1
2010-12-01,ACT,Female,Remanded,Other,6
2010-12-01,ACT,Female,Sentenced,ATSI,0
2010-12-01,ACT,Female,Sentenced,Other,0
2010-12-01,ACT,Male,Remanded,ATSI,18
2010-12-01,ACT,Male,Remanded,Other,55
2010-12-01,ACT,Male,Sentenced,ATSI,0
2010-12-01,ACT,Male,Sentenced,Other,0
2010-12-01,NSW,Female,Remanded,ATSI,54
2010-12-01,NSW,Female,Remanded,Other,139
2010-12-01,NSW,Female,Sentenced,ATSI,0
2010-12-01,NSW,Female,Sentenced,Other,0
2010-12-01,NSW,Male,Remanded,ATSI,430
2010-12-01,NSW,Male,Remanded,Other,1900
2010-12-01,NSW,Male,Sentenced,ATSI,0
2010-12-01,NSW,Male,Sentenced,Other,0
2010-12-01,NT,Female,Remanded,ATSI,8
2010-12-01,NT,Female,Remanded,Other,1
2010-12-01,NT,Female,Sentenced,ATSI,0
2010-12-01,NT,Female,Sentenced,Other,0
2010-12-01,NT,Male,Remanded,ATSI,217
2010-12-01,NT,Male,Remanded,Other,28
2010-12-01,NT,Male,Sentenced,ATSI,0
2010-12-01,NT,Male,Sentenced,Other,0
2010-12-01,QLD,Female,Remanded,ATSI,30
2010-12-01,QLD,Female,Remanded,Other,53
2010-12-01,QLD,Female,Sentenced,ATSI,0
2010-12-01,QLD,Female,Sentenced,Other,0
2010-12-01,QLD,Male,Remanded,ATSI,314
2010-12-01,QLD,Male,Remanded,Other,767
2010-12-01,QLD,Male,Sentenced,ATSI,0
2010-12-01,QLD,Male,Sentenced,Other,0
2010-12-01,SA,Female,Remanded,ATSI,13
2010-12-01,SA,Female,Remanded,Other,37
2010-12-01,SA,Female,Sentenced,ATSI,0
2010-12-01,SA,Female,Sentenced,Other,0
2010-12-01,SA,Male,Remanded,ATSI,192
2010-12-01,SA,Male,Remanded,Other,420
2010-12-01,SA,Male,Sentenced,ATSI,0
2010-12-01,SA,Male,Sentenced,Other,0
2010-12-01,TAS,Female,Remanded,ATSI,2
2010-12-01,TAS,Female,Remanded,Other,4
2010-12-01,TAS,Female,Sentenced,ATSI,0
2010-12-01,TAS,Female,Sentenced,Other,0
2010-12-01,TAS,Male,Remanded,ATSI,18
2010-12-01,TAS,Male,Remanded,Other,69
2010-12-01,TAS,Male,Sentenced,ATSI,0
2010-12-01,TAS,Male,Sentenced,Other,0
2010-12-01,VIC,Female,Remanded,ATSI,7
2010-12-01,VIC,Female,Remanded,Other,62
2010-12-01,VIC,Female,Sentenced,ATSI,0
2010-12-01,VIC,Female,Sentenced,Other,0
2010-12-01,VIC,Male,Remanded,ATSI,46
2010-12-01,VIC,Male,Remanded,Other,712
2010-12-01,VIC,Male,Sentenced,ATSI,0
2010-12-01,VIC,Male,Sentenced,Other,0
2010-12-01,WA,Female,Remanded,ATSI,32
2010-12-01,WA,Female,Remanded,Other,31
2010-12-01,WA,Female,Sentenced,ATSI,0
2010-12-01,WA,Female,Sentenced,Other,0
2010-12-01,WA,Male,Remanded,ATSI,266
2010-12-01,WA,Male,Remanded,Other,423
2010-12-01,WA,Male,Sentenced,ATSI,0
2010-12-01,WA,Male,Sentenced,Other,0
2011-03-01,ACT,Female,Remanded,ATSI,2
2011-03-01,ACT,Female,Remanded,Other,6
2011-03-01,ACT,Female,Sentenced,ATSI,0
2011-03-01,ACT,Female,Sentenced,Other,0
2011-03-01,ACT,Male,Remanded,ATSI,18
2011-03-01,ACT,Male,Remanded,Other,67
2011-03-01,ACT,Male,Sentenced,ATSI,0
2011-03-01,ACT,Male,Sentenced,Other,0
2011-03-01,NSW,Female,Remanded,ATSI,57
2011-03-01,NSW,Female,Remanded,Other,135
2011-03-01,NSW,Female,Sentenced,ATSI,0
2011-03-01,NSW,Female,Sentenced,Other,0
2011-03-01,NSW,Male,Remanded,ATSI,486
2011-03-01,NSW,Male,Remanded,Other,2078
2011-03-01,NSW,Male,Sentenced,ATSI,0
2011-03-01,NSW,Male,Sentenced,Other,0
2011-03-01,NT,Female,Remanded,ATSI,13
2011-03-01,NT,Female,Remanded,Other,2
2011-03-01,NT,Female,Sentenced,ATSI,0
2011-03-01,NT,Female,Sentenced,Other,0
2011-03-01,NT,Male,Remanded,ATSI,225
2011-03-01,NT,Male,Remanded,Other,43
2011-03-01,NT,Male,Sentenced,ATSI,0
2011-03-01,NT,Male,Sentenced,Other,0
2011-03-01,QLD,Female,Remanded,ATSI,33
2011-03-01,QLD,Female,Remanded,Other,45
2011-03-01,QLD,Female,Sentenced,ATSI,0
2011-03-01,QLD,Female,Sentenced,Other,0
2011-03-01,QLD,Male,Remanded,ATSI,303
2011-03-01,QLD,Male,Remanded,Other,790
2011-03-01,QLD,Male,Sentenced,ATSI,0
2011-03-01,QLD,Male,Sentenced,Other,0
2011-03-01,SA,Female,Remanded,ATSI,14
2011-03-01,SA,Female,Remanded,Other,33
2011-03-01,SA,Female,Sentenced,ATSI,0
2011-03-01,SA,Female,Sentenced,Other,0
2011-03-01,SA,Male,Remanded,ATSI,177
2011-03-01,SA,Male,Remanded,Other,449
2011-03-01,SA,Male,Sentenced,ATSI,0
2011-03-01,SA,Male,Sentenced,Other,0
2011-03-01,TAS,Female,Remanded,ATSI,1
2011-03-01,TAS,Female,Remanded,Other,5
2011-03-01,TAS,Female,Sentenced,ATSI,0
2011-03-01,TAS,Female,Sentenced,Other,0
2011-03-01,TAS,Male,Remanded,ATSI,14
2011-03-01,TAS,Male,Remanded,Other,64
2011-03-01,TAS,Male,Sentenced,ATSI,0
2011-03-01,TAS,Male,Sentenced,Other,0
2011-03-01,VIC,Female,Remanded,ATSI,6
2011-03-01,VIC,Female,Remanded,Other,65
2011-03-01,VIC,Female,Sentenced,ATSI,0
2011-03-01,VIC,Female,Sentenced,Other,0
2011-03-01,VIC,Male,Remanded,ATSI,54
2011-03-01,VIC,Male,Remanded,Other,722
2011-03-01,VIC,Male,Sentenced,ATSI,0
2011-03-01,VIC,Male,Sentenced,Other,0
2011-03-01,WA,Female,Remanded,ATSI,37
2011-03-01,WA,Female,Remanded,Other,26
2011-03-01,WA,Female,Sentenced,ATSI,0
2011-03-01,WA,Female,Sentenced,Other,0
2011-03-01,WA,Male,Remanded,ATSI,313
2011-03-01,WA,Male,Remanded,Other,450
2011-03-01,WA,Male,Sentenced,ATSI,0
2011-03-01,WA,Male,Sentenced,Other,0
2011-06-01,ACT,Female,Remanded,ATSI,1
2011-06-01,ACT,Female,Remanded,Other,4
2011-06-01,ACT,Female,Sentenced,ATSI,0
2011-06-01,ACT,Female,Sentenced,Other,0
2011-06-01,ACT,Male,Remanded,ATSI,18
2011-06-01,ACT,Male,Remanded,Other,69
2011-06-01,ACT,Male,Sentenced,ATSI,0
2011-06-01,ACT,Male,Sentenced,Other,0
2011-06-01,NSW,Female,Remanded,ATSI,58
2011-06-01,NSW,Female,Remanded,Other,143
2011-06-01,NSW,Female,Sentenced,ATSI,0
2011-06-01,NSW,Female,Sentenced,Other,0
2011-06-01,NSW,Male,Remanded,ATSI,525
2011-06-01,NSW,Male,Remanded,Other,2140
2011-06-01,NSW,Male,Sentenced,ATSI,0
2011-06-01,NSW,Male,Sentenced,Other,0
2011-06-01,NT,Female,Remanded,ATSI,17
2011-06-01,NT,Female,Remanded,Other,3
2011-06-01,NT,Female,Sentenced,ATSI,0
2011-06-01,NT,Female,Sentenced,Other,0
2011-06-01,NT,Male,Remanded,ATSI,251
2011-06-01,NT,Male,Remanded,Other,43
2011-06-01,NT,Male,Sentenced,ATSI,0
2011-06-01,NT,Male,Sentenced,Other,0
2011-06-01,QLD,Female,Remanded,ATSI,31
2011-06-01,QLD,Female,Remanded,Other,45
2011-06-01,QLD,Female,Sentenced,ATSI,0
2011-06-01,QLD,Female,Sentenced,Other,0
2011-06-01,QLD,Male,Remanded,ATSI,312
2011-06-01,QLD,Male,Remanded,Other,802
2011-06-01,QLD,Male,Sentenced,ATSI,0
2011-06-01,QLD,Male,Sentenced,Other,0
2011-06-01,SA,Female,Remanded,ATSI,15
2011-06-01,SA,Female,Remanded,Other,22
2011-06-01,SA,Female,Sentenced,ATSI,0
2011-06-01,SA,Female,Sentenced,Other,0
2011-06-01,SA,Male,Remanded,ATSI,187
2011-06-01,SA,Male,Remanded,Other,423
2011-06-01,SA,Male,Sentenced,ATSI,0
2011-06-01,SA,Male,Sentenced,Other,0
2011-06-01,TAS,Female,Remanded,ATSI,1
2011-06-01,TAS,Female,Remanded,Other,6
2011-06-01,TAS,Female,Sentenced,ATSI,0
2011-06-01,TAS,Female,Sentenced,Other,0
2011-06-01,TAS,Male,Remanded,ATSI,10
2011-06-01,TAS,Male,Remanded,Other,72
2011-06-01,TAS,Male,Sentenced,ATSI,0
2011-06-01,TAS,Male,Sentenced,Other,0
2011-06-01,VIC,Female,Remanded,ATSI,5
2011-06-01,VIC,Female,Remanded,Other,68
2011-06-01,VIC,Female,Sentenced,ATSI,0
2011-06-01,VIC,Female,Sentenced,Other,0
2011-06-01,VIC,Male,Remanded,ATSI,55
2011-06-01,VIC,Male,Remanded,Other,767
2011-06-01,VIC,Male,Sentenced,ATSI,0
2011-06-01,VIC,Male,Sentenced,Other,0
2011-06-01,WA,Female,Remanded,ATSI,38
2011-06-01,WA,Female,Remanded,Other,26
2011-06-01,WA,Female,Sentenced,ATSI,0
2011-06-01,WA,Female,Sentenced,Other,0
2011-06-01,WA,Male,Remanded,ATSI,344
2011-06-01,WA,Male,Remanded,Other,453
2011-06-01,WA,Male,Sentenced,ATSI,0
2011-06-01,WA,Male,Sentenced,Other,0
2011-09-01,ACT,Female,Remanded,ATSI,2
2011-09-01,ACT,Female,Remanded,Other,5
2011-09-01,ACT,Female,Sentenced,ATSI,0
